<1,LPAREN><2,RPAREN><3,MULT><4,PLUS><5,MINUS><6,DIV><7,CONSTANT><8,SEMI><9,ASSIGN><10,ID><12,ID><13,ID><14,ID><15,ID><16,ID><17,ID><18,ID><19,LBRACE><20,RBRACE><21,INC><23,CONSTANT><25,DEC><26,COMMENT><27,ID><28,ID><29,ID><30,ID><31,IF><32,ID><33,ID><34,ID><35,ID><36,CONSTANT><37,ID><38,ID><39,ID><40,ID><41,INT><42,ID><43,ID><44,ID><45,ID><46,CHAR><47,ID><48,ID><49,ID><50,VOID><51,ID><52,BREAK><53,ID><54,FLOAT><55,ID><56,WHILE><57,ID><58,RET><59,ID><60,CONT>
#0:
s,0
t,0
u,0
v,0
w,0
x,0
y,0
z,0
{,0
},0
#5:
(,0
),0
*,0
+,0
-,25
.,22
/,0
0,23
1,23
2,23
3,23
4,23
5,23
6,23
7,23
8,23
9,23
;,0
=,0
A,0
B,0
C,0
D,0
E,24
F,0
G,0
H,0
I,0
J,0
K,0
L,0
M,0
N,0
O,0
P,0
Q,0
R,0
S,0
T,0
U,0
V,0
W,0
X,0
Y,0
Z,0
^,0
a,0
b,0
c,0
d,0
e,0
f,0
g,0
h,0
i,0
j,0
k,0
l,0
m,0
n,0
o,0
p,0
q,0
r,0
s,0
t,0
u,0
v,0
w,0
x,0
y,0
z,0
{,0
},0
#6:
(,0
),0
*,0
+,0
-,0
.,0
/,26
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
;,0
=,0
A,0
B,0
C,0
D,0
E,0
F,0
G,0
H,0
I,0
J,0
K,0
L,0
M,0
N,0
O,0
P,0
Q,0
R,0
S,0
T,0
U,0
V,0
W,0
X,0
Y,0
Z,0
^,0
a,0
b,0
c,0
d,0
e,0
f,0
g,0
h,0
i,0
j,0
k,0
l,0
m,0
n,0
o,0
p,0
q,0
r,0
s,0
t,0
u,0
v,0
w,0
x,0
y,0
z,0
{,0
},0
#7:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
;,0
=,0
A,0
B,0
C,0
D,0
E,0
F,0
G,0
H,0
I,0
J,0
K,0
L,0
M,0
N,0
O,0
P,0
Q,0
R,0
S,0
T,0
U,0
V,0
W,0
X,0
Y,0
Z,0
^,0
a,0
b,0
c,0
d,0
e,0
f,0
g,0
h,0
i,0
j,0
k,0
l,0
m,0
n,0
o,0
p,0
q,0
r,0
s,0
t,0
u,0
v,0
w,0
x,0
y,0
z,0
{,0
},0
#8:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
;,0
=,0
A,0
B,0
C,0
D,0
E,0
F,0
G,0
H,0
I,0
J,0
K,0
L,0
M,0
N,0
O,0
P,0
Q,0
R,0
S,0
T,0
U,0
V,0
W,0
X,0
Y,0
Z,0
^,0
a,0
b,0
c,0
d,0
e,0
f,0
g,0
h,0
i,0
j,0
k,0
l,0
m,0
n,0
o,0
p,0
q,0
r,0
s,0
t,0
u,0
v,0
w,0
x,0
y,0
z,0
{,0
},0
#9:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
;,0
=,0
A,0
B,0
C,0
D,0
E,0
F,0
G,0
H,0
I,0
J,0
K,0
L,0
M,0
N,0
O,0
P,0
Q,0
R,0
S,0
T,0
U,0
V,0
W,0
X,0
Y,0
Z,0
^,0
a,0
b,0
c,0
d,0
e,0
f,0
g,0
h,0
i,0
j,0
k,0
l,0
m,0
n,0
o,0
p,0
q,0
r,0
s,0
t,0
u,0
v,0
w,0
x,0
y,0
z,0
{,0
},0
#10:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
=,0
A,10
B,10
C,10
D,10
E,10
F,10
G,10
H,10
I,10
J,10
K,10
L,10
M,10
N,10
O,10
P,10
Q,10
R,10
S,10
T,10
U,10
V,10
W,10
X,10
Y,10
Z,10
^,0
a,10
b,10
c,10
d,10
e,10
f,10
g,10
h,10
i,10
j,10
k,10
l,10
m,10
n,10
o,10
p,10
q,10
r,10
s,10
t,10
u,10
v,10
w,10
x,10
y,10
z,10
{,0
},0
#11:
(,0
),0
*,0
+,0
-,0
.,22
/,0
0,23
1,23
2,23
3,23
4,23
5,23
6,23
7,23
8,23
9,23
;,0
=,0
A,0
B,0
C,0
D,0
E,24
F,0
G,0
H,0
I,0
J,0
K,0
L,0
M,0
N,0
O,0
P,0
Q,0
R,0
S,0
T,0
U,0
V,0
W,0
X,0
Y,0
Z,0
^,0
a,0
b,0
c,0
d,0
e,0
f,0
g,0
h,0
i,0
j,0
k,0
l,0
m,0
n,0
o,0
p,0
q,0
r,0
s,0
t,0
u,0
v,0
w,0
x,0
y,0
z,0
{,0
},0
#12:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
=,0
A,10
B,10
C,10
D,10
E,10
F,10
G,10
H,10
I,10
J,10
K,10
L,10
M,10
N,10
O,10
P,10
Q,10
R,10
S,10
T,10
U,10
V,10
W,10
X,10
Y,10
Z,10
^,0
a,10
b,10
c,10
d,10
e,10
f,10
g,10
h,10
i,10
j,10
k,10
l,10
m,10
n,10
o,10
p,10
q,10
r,27
s,10
t,10
u,10
v,10
w,10
x,10
y,10
z,10
{,0
},0
#13:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
=,0
A,10
B,10
C,10
D,10
E,10
F,10
G,10
H,10
I,10
J,10
K,10
L,10
M,10
N,10
O,10
P,10
Q,10
R,10
S,10
T,10
U,10
V,10
W,10
X,10
Y,10
Z,10
^,0
a,10
b,10
c,10
d,10
e,10
f,10
g,10
h,28
i,10
j,10
k,10
l,10
m,10
n,10
o,29
p,10
q,10
r,10
s,10
t,10
u,10
v,10
w,10
x,10
y,10
z,10
{,0
},0
#14:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
=,0
A,10
B,10
C,10
D,10
E,10
F,10
G,10
H,10
I,10
J,10
K,10
L,10
M,10
N,10
O,10
P,10
Q,10
R,10
S,10
T,10
U,10
V,10
W,10
X,10
Y,10
Z,10
^,0
a,10
b,10
c,10
d,10
e,10
f,10
g,10
h,10
i,10
j,10
k,10
l,30
m,10
n,10
o,10
p,10
q,10
r,10
s,10
t,10
u,10
v,10
w,10
x,10
y,10
z,10
{,0
},0
#15:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
=,0
A,10
B,10
C,10
D,10
E,10
F,10
G,10
H,10
I,10
J,10
K,10
L,10
M,10
N,10
O,10
P,10
Q,10
R,10
S,10
T,10
U,10
V,10
W,10
X,10
Y,10
Z,10
^,0
a,10
b,10
c,10
d,10
e,10
f,31
g,10
h,10
i,10
j,10
k,10
l,10
m,10
n,32
o,10
p,10
q,10
r,10
s,10
t,10
u,10
v,10
w,10
x,10
y,10
z,10
{,0
},0
#16:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
=,0
A,10
B,10
C,10
D,10
E,10
F,10
G,10
H,10
I,10
J,10
K,10
L,10
M,10
N,10
O,10
P,10
Q,10
R,10
S,10
T,10
U,10
V,10
W,10
X,10
Y,10
Z,10
^,0
a,10
b,10
c,10
d,10
e,33
f,10
g,10
h,10
i,10
j,10
k,10
l,10
m,10
n,10
o,10
p,10
q,10
r,10
s,10
t,10
u,10
v,10
w,10
x,10
y,10
z,10
{,0
},0
#17:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
=,0
A,10
B,10
C,10
D,10
E,10
F,10
G,10
H,10
I,10
J,10
K,10
L,10
M,10
N,10
O,10
P,10
Q,10
R,10
S,10
T,10
U,10
V,10
W,10
X,10
Y,10
Z,10
^,0
a,10
b,10
c,10
d,10
e,10
f,10
g,10
h,10
i,10
j,10
k,10
l,10
m,10
n,10
o,34
p,10
q,10
r,10
s,10
t,10
u,10
v,10
w,10
x,10
y,10
z,10
{,0
},0
#18:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
=,0
A,10
B,10
C,10
D,10
E,10
F,10
G,10
H,10
I,10
J,10
K,10
L,10
M,10
N,10
O,10
P,10
Q,10
R,10
S,10
T,10
U,10
V,10
W,10
X,10
Y,10
Z,10
^,0
a,10
b,10
c,10
d,10
e,10
f,10
g,10
h,35
i,10
j,10
k,10
l,10
m,10
n,10
o,10
p,10
q,10
r,10
s,10
t,10
u,10
v,10
w,10
x,10
y,10
z,10
{,0
},0
#19:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
;,0
=,0
A,0
B,0
C,0
D,0
E,0
F,0
G,0
H,0
I,0
J,0
K,0
L,0
M,0
N,0
O,0
P,0
Q,0
R,0
S,0
T,0
U,0
V,0
W,0
X,0
Y,0
Z,0
^,0
a,0
b,0
c,0
d,0
e,0
f,0
g,0
h,0
i,0
j,0
k,0
l,0
m,0
n,0
o,0
p,0
q,0
r,0
s,0
t,0
u,0
v,0
w,0
x,0
y,0
z,0
{,0
},0
#20:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
;,0
=,0
A,0
B,0
C,0
D,0
E,0
F,0
G,0
H,0
I,0
J,0
K,0
L,0
M,0
N,0
O,0
P,0
Q,0
R,0
S,0
T,0
U,0
V,0
W,0
X,0
Y,0
Z,0
^,0
a,0
b,0
c,0
d,0
e,0
f,0
g,0
h,0
i,0
j,0
k,0
l,0
m,0
n,0
o,0
p,0
q,0
r,0
s,0
t,0
u,0
v,0
w,0
x,0
y,0
z,0
{,0
},0
#21:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
;,0
=,0
A,0
B,0
C,0
D,0
E,0
F,0
G,0
H,0
I,0
J,0
K,0
L,0
M,0
N,0
O,0
P,0
Q,0
R,0
S,0
T,0
U,0
V,0
W,0
X,0
Y,0
Z,0
^,0
a,0
b,0
c,0
d,0
e,0
f,0
g,0
h,0
i,0
j,0
k,0
l,0
m,0
n,0
o,0
p,0
q,0
r,0
s,0
t,0
u,0
v,0
w,0
x,0
y,0
z,0
{,0
},0
#22:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,36
1,36
2,36
3,36
4,36
5,36
6,36
7,36
8,36
9,36
;,0
=,0
A,0
B,0
C,0
D,0
E,0
F,0
G,0
H,0
I,0
J,0
K,0
L,0
M,0
N,0
O,0
P,0
Q,0
R,0
S,0
T,0
U,0
V,0
W,0
X,0
Y,0
Z,0
^,0
a,0
b,0
c,0
d,0
e,0
f,0
g,0
h,0
i,0
j,0
k,0
l,0
m,0
n,0
o,0
p,0
q,0
r,0
s,0
t,0
u,0
v,0
w,0
x,0
y,0
z,0
{,0
},0
#23:
(,0
),0
*,0
+,0
-,0
.,22
/,0
0,23
1,23
2,23
3,23
4,23
5,23
6,23
7,23
8,23
9,23
;,0
=,0
A,0
B,0
C,0
D,0
E,24
F,0
G,0
H,0
I,0
J,0
K,0
L,0
M,0
N,0
O,0
P,0
Q,0
R,0
S,0
T,0
U,0
V,0
W,0
X,0
Y,0
Z,0
^,0
a,0
b,0
c,0
d,0
e,0
f,0
g,0
h,0
i,0
j,0
k,0
l,0
m,0
n,0
o,0
p,0
q,0
r,0
s,0
t,0
u,0
v,0
w,0
x,0
y,0
z,0
{,0
},0
#24:
(,0
),0
*,0
+,22
-,22
.,0
/,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
;,0
=,0
A,0
B,0
C,0
D,0
E,0
F,0
G,0
H,0
I,0
J,0
K,0
L,0
M,0
N,0
O,0
P,0
Q,0
R,0
S,0
T,0
U,0
V,0
W,0
X,0
Y,0
Z,0
^,0
a,0
b,0
c,0
d,0
e,0
f,0
g,0
h,0
i,0
j,0
k,0
l,0
m,0
n,0
o,0
p,0
q,0
r,0
s,0
t,0
u,0
v,0
w,0
x,0
y,0
z,0
{,0
},0
#25:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
;,0
=,0
A,0
B,0
C,0
D,0
E,0
F,0
G,0
H,0
I,0
J,0
K,0
L,0
M,0
N,0
O,0
P,0
Q,0
R,0
S,0
T,0
U,0
V,0
W,0
X,0
Y,0
Z,0
^,0
a,0
b,0
c,0
d,0
e,0
f,0
g,0
h,0
i,0
j,0
k,0
l,0
m,0
n,0
o,0
p,0
q,0
r,0
s,0
t,0
u,0
v,0
w,0
x,0
y,0
z,0
{,0
},0
#26:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,26
1,26
2,26
3,26
4,26
5,26
6,26
7,26
8,26
9,26
;,0
=,0
A,26
B,26
C,26
D,26
E,26
F,26
G,26
H,26
I,26
J,26
K,26
L,26
M,26
N,26
O,26
P,26
Q,26
R,26
S,26
T,26
U,26
V,26
W,26
X,26
Y,26
Z,26
^,0
a,26
b,26
c,26
d,26
e,26
f,26
g,26
h,26
i,26
j,26
k,26
l,26
m,26
n,26
o,26
p,26
q,26
r,26
s,26
t,26
u,26
v,26
w,26
x,26
y,26
z,26
{,0
},0
#27:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
=,0
A,10
B,10
C,10
D,10
E,10
F,10
G,10
H,10
I,10
J,10
K,10
L,10
M,10
N,10
O,10
P,10
Q,10
R,10
S,10
T,10
U,10
V,10
W,10
X,10
Y,10
Z,10
^,0
a,10
b,10
c,10
d,10
e,37
f,10
g,10
h,10
i,10
j,10
k,10
l,10
m,10
n,10
o,10
p,10
q,10
r,10
s,10
t,10
u,10
v,10
w,10
x,10
y,10
z,10
{,0
},0
#28:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
=,0
A,10
B,10
C,10
D,10
E,10
F,10
G,10
H,10
I,10
J,10
K,10
L,10
M,10
N,10
O,10
P,10
Q,10
R,10
S,10
T,10
U,10
V,10
W,10
X,10
Y,10
Z,10
^,0
a,38
b,10
c,10
d,10
e,10
f,10
g,10
h,10
i,10
j,10
k,10
l,10
m,10
n,10
o,10
p,10
q,10
r,10
s,10
t,10
u,10
v,10
w,10
x,10
y,10
z,10
{,0
},0
#29:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
=,0
A,10
B,10
C,10
D,10
E,10
F,10
G,10
H,10
I,10
J,10
K,10
L,10
M,10
N,10
O,10
P,10
Q,10
R,10
S,10
T,10
U,10
V,10
W,10
X,10
Y,10
Z,10
^,0
a,10
b,10
c,10
d,10
e,10
f,10
g,10
h,10
i,10
j,10
k,10
l,10
m,10
n,39
o,10
p,10
q,10
r,10
s,10
t,10
u,10
v,10
w,10
x,10
y,10
z,10
{,0
},0
#30:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
=,0
A,10
B,10
C,10
D,10
E,10
F,10
G,10
H,10
I,10
J,10
K,10
L,10
M,10
N,10
O,10
P,10
Q,10
R,10
S,10
T,10
U,10
V,10
W,10
X,10
Y,10
Z,10
^,0
a,10
b,10
c,10
d,10
e,10
f,10
g,10
h,10
i,10
j,10
k,10
l,10
m,10
n,10
o,40
p,10
q,10
r,10
s,10
t,10
u,10
v,10
w,10
x,10
y,10
z,10
{,0
},0
#31:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
=,0
A,10
B,10
C,10
D,10
E,10
F,10
G,10
H,10
I,10
J,10
K,10
L,10
M,10
N,10
O,10
P,10
Q,10
R,10
S,10
T,10
U,10
V,10
W,10
X,10
Y,10
Z,10
^,0
a,10
b,10
c,10
d,10
e,10
f,10
g,10
h,10
i,10
j,10
k,10
l,10
m,10
n,10
o,10
p,10
q,10
r,10
s,10
t,10
u,10
v,10
w,10
x,10
y,10
z,10
{,0
},0
#32:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
=,0
A,10
B,10
C,10
D,10
E,10
F,10
G,10
H,10
I,10
J,10
K,10
L,10
M,10
N,10
O,10
P,10
Q,10
R,10
S,10
T,10
U,10
V,10
W,10
X,10
Y,10
Z,10
^,0
a,10
b,10
c,10
d,10
e,10
f,10
g,10
h,10
i,10
j,10
k,10
l,10
m,10
n,10
o,10
p,10
q,10
r,10
s,10
t,41
u,10
v,10
w,10
x,10
y,10
z,10
{,0
},0
#33:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
=,0
A,10
B,10
C,10
D,10
E,10
F,10
G,10
H,10
I,10
J,10
K,10
L,10
M,10
N,10
O,10
P,10
Q,10
R,10
S,10
T,10
U,10
V,10
W,10
X,10
Y,10
Z,10
^,0
a,10
b,10
c,10
d,10
e,10
f,10
g,10
h,10
i,10
j,10
k,10
l,10
m,10
n,10
o,10
p,10
q,10
r,10
s,10
t,42
u,10
v,10
w,10
x,10
y,10
z,10
{,0
},0
#34:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
=,0
A,10
B,10
C,10
D,10
E,10
F,10
G,10
H,10
I,10
J,10
K,10
L,10
M,10
N,10
O,10
P,10
Q,10
R,10
S,10
T,10
U,10
V,10
W,10
X,10
Y,10
Z,10
^,0
a,10
b,10
c,10
d,10
e,10
f,10
g,10
h,10
i,43
j,10
k,10
l,10
m,10
n,10
o,10
p,10
q,10
r,10
s,10
t,10
u,10
v,10
w,10
x,10
y,10
z,10
{,0
},0
#35:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
=,0
A,10
B,10
C,10
D,10
E,10
F,10
G,10
H,10
I,10
J,10
K,10
L,10
M,10
N,10
O,10
P,10
Q,10
R,10
S,10
T,10
U,10
V,10
W,10
X,10
Y,10
Z,10
^,0
a,10
b,10
c,10
d,10
e,10
f,10
g,10
h,10
i,44
j,10
k,10
l,10
m,10
n,10
o,10
p,10
q,10
r,10
s,10
t,10
u,10
v,10
w,10
x,10
y,10
z,10
{,0
},0
#36:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,36
1,36
2,36
3,36
4,36
5,36
6,36
7,36
8,36
9,36
;,0
=,0
A,0
B,0
C,0
D,0
E,0
F,0
G,0
H,0
I,0
J,0
K,0
L,0
M,0
N,0
O,0
P,0
Q,0
R,0
S,0
T,0
U,0
V,0
W,0
X,0
Y,0
Z,0
^,0
a,0
b,0
c,0
d,0
e,0
f,0
g,0
h,0
i,0
j,0
k,0
l,0
m,0
n,0
o,0
p,0
q,0
r,0
s,0
t,0
u,0
v,0
w,0
x,0
y,0
z,0
{,0
},0
#37:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
=,0
A,10
B,10
C,10
D,10
E,10
F,10
G,10
H,10
I,10
J,10
K,10
L,10
M,10
N,10
O,10
P,10
Q,10
R,10
S,10
T,10
U,10
V,10
W,10
X,10
Y,10
Z,10
^,0
a,45
b,10
c,10
d,10
e,10
f,10
g,10
h,10
i,10
j,10
k,10
l,10
m,10
n,10
o,10
p,10
q,10
r,10
s,10
t,10
u,10
v,10
w,10
x,10
y,10
z,10
{,0
},0
#38:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
=,0
A,10
B,10
C,10
D,10
E,10
F,10
G,10
H,10
I,10
J,10
K,10
L,10
M,10
N,10
O,10
P,10
Q,10
R,10
S,10
T,10
U,10
V,10
W,10
X,10
Y,10
Z,10
^,0
a,10
b,10
c,10
d,10
e,10
f,10
g,10
h,10
i,10
j,10
k,10
l,10
m,10
n,10
o,10
p,10
q,10
r,46
s,10
t,10
u,10
v,10
w,10
x,10
y,10
z,10
{,0
},0
#39:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
=,0
A,10
B,10
C,10
D,10
E,10
F,10
G,10
H,10
I,10
J,10
K,10
L,10
M,10
N,10
O,10
P,10
Q,10
R,10
S,10
T,10
U,10
V,10
W,10
X,10
Y,10
Z,10
^,0
a,10
b,10
c,10
d,10
e,10
f,10
g,10
h,10
i,10
j,10
k,10
l,10
m,10
n,10
o,10
p,10
q,10
r,10
s,10
t,47
u,10
v,10
w,10
x,10
y,10
z,10
{,0
},0
#40:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
=,0
A,10
B,10
C,10
D,10
E,10
F,10
G,10
H,10
I,10
J,10
K,10
L,10
M,10
N,10
O,10
P,10
Q,10
R,10
S,10
T,10
U,10
V,10
W,10
X,10
Y,10
Z,10
^,0
a,48
b,10
c,10
d,10
e,10
f,10
g,10
h,10
i,10
j,10
k,10
l,10
m,10
n,10
o,10
p,10
q,10
r,10
s,10
t,10
u,10
v,10
w,10
x,10
y,10
z,10
{,0
},0
#41:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
=,0
A,10
B,10
C,10
D,10
E,10
F,10
G,10
H,10
I,10
J,10
K,10
L,10
M,10
N,10
O,10
P,10
Q,10
R,10
S,10
T,10
U,10
V,10
W,10
X,10
Y,10
Z,10
^,0
a,10
b,10
c,10
d,10
e,10
f,10
g,10
h,10
i,10
j,10
k,10
l,10
m,10
n,10
o,10
p,10
q,10
r,10
s,10
t,10
u,10
v,10
w,10
x,10
y,10
z,10
{,0
},0
#42:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
=,0
A,10
B,10
C,10
D,10
E,10
F,10
G,10
H,10
I,10
J,10
K,10
L,10
M,10
N,10
O,10
P,10
Q,10
R,10
S,10
T,10
U,10
V,10
W,10
X,10
Y,10
Z,10
^,0
a,10
b,10
c,10
d,10
e,10
f,10
g,10
h,10
i,10
j,10
k,10
l,10
m,10
n,10
o,10
p,10
q,10
r,10
s,10
t,10
u,49
v,10
w,10
x,10
y,10
z,10
{,0
},0
#43:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
=,0
A,10
B,10
C,10
D,10
E,10
F,10
G,10
H,10
I,10
J,10
K,10
L,10
M,10
N,10
O,10
P,10
Q,10
R,10
S,10
T,10
U,10
V,10
W,10
X,10
Y,10
Z,10
^,0
a,10
b,10
c,10
d,50
e,10
f,10
g,10
h,10
i,10
j,10
k,10
l,10
m,10
n,10
o,10
p,10
q,10
r,10
s,10
t,10
u,10
v,10
w,10
x,10
y,10
z,10
{,0
},0
#44:
(,0
),0
*,0
+,0
-,0
.,0
/,0
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
9,10
;,0
